Life_expectancy,Adult_Mortality,infant_deaths,Alcohol,Hepatitis_B,Measles,BMI,Diphtheria,HIV/AIDS(),GDP,Schooling
77,144,32,17,77,15,57,79,10,5855,10
76,145,32,19,72,492,56,74,10,453,10
74,148,32,20,75,30328,55,78,10,3735,10
69,167,32,17,66,5494,55,69,10,4521,10
66,227,31,14,56,230,54,57,10,3129,10
65,249,31,3,59,474,53,59,10,2352,10
67,29,31,18,65,908,53,65,10,1850,10
67,21,30,32,62,9081,52,74,10,1392,10
67,213,30,7,63,0,51,75,10,,9
74,14,30,15,65,0,6,77,10,,9
72,142,30,17,66,4088,5,78,10,,9
70,144,30,20,67,726,50,8,10,,9
81,64,0,,95,4,63,95,10,6664,19
81,66,0,1075,95,33,62,96,10,5553,19
81,67,0,1049,95,51,61,96,10,5235,19
85,69,0,1149,95,107,7,95,10,49231,19
84,7,0,1172,95,285,60,95,10,52568,19
86,68,0,1188,46,443,59,94,10,48539,18
80,77,0,1141,,164,58,94,10,51984,18
80,75,0,1266,,57,57,93,10,61235,18
80,75,0,1359,,64,57,92,10,61388,18
79,78,0,1344,,87,56,91,10,54327,18
79,78,0,1331,,95,55,9,10,5887,18
78,82,0,1332,,334,54,89,10,47632,17
78,82,0,1324,,584,54,86,10,4117,17
77,88,0,1417,,243,53,83,10,32539,17
77,89,0,1427,,241,52,84,10,28224,16
76,94,0,1407,,0,52,86,10,26242,16
83,58,0,,96,80,65,95,10,35729,16
82,6,1,262,97,6,65,95,10,37583,16
82,61,1,269,97,50,64,96,10,36394,16
82,6,1,278,97,211,64,94,10,32570,16
82,61,1,267,98,70,63,94,10,33657,16
82,61,1,263,97,23,63,95,10,3662,16
82,63,1,255,98,5,63,96,10,27796,16
81,65,1,247,99,931,62,94,10,29657,16
84,68,1,233,99,539,62,95,10,259,16
84,68,1,223,96,9,61,95,10,2195,16
80,71,1,241,96,2,7,93,10,2611,16
81,69,1,223,99,116,6,95,10,19888,16
80,71,1,232,98,124,60,93,10,18947,16
79,74,1,247,98,2,59,9,10,18431,15
79,74,1,253,96,19,59,92,10,236,15
79,76,1,253,98,36,58,93,10,2152,15
83,56,1,,93,159,64,93,10,349,16
83,57,2,756,95,0,63,95,10,35397,16
82,58,2,735,96,0,63,96,10,3537,17
82,6,2,749,96,376,62,97,10,34814,17
82,6,2,698,96,5189,62,96,10,38335,16
82,6,2,695,96,372,61,96,10,35849,16
82,61,2,725,96,351,7,96,10,36977,16
82,61,2,796,96,1617,60,96,10,464,16
81,63,2,837,97,321,59,97,10,37699,16
81,65,2,844,96,439,59,96,10,3342,16
88,66,2,865,96,135,58,95,10,31959,16
89,66,2,898,96,599,58,94,10,31175,16
80,72,2,930,95,10982,57,96,10,27387,15
80,72,2,925,95,9385,56,93,10,22197,15
80,75,2,969,95,0,56,93,10,25,15
79,77,3,978,94,1457,55,87,10,251,15
76,125,1,,91,0,54,91,50,4966,13
76,133,1,383,92,0,54,92,50,4856,13
76,136,1,379,93,0,53,93,60,56,13
75,138,1,365,96,0,52,96,50,521,13
75,139,1,358,92,1,51,92,60,514,13
75,138,1,355,94,0,6,94,50,4683,13
75,142,1,333,9,0,50,9,60,4293,13
75,145,1,351,92,2,49,91,40,492,13
74,148,1,364,92,0,48,92,90,463,13
74,15,1,363,97,0,47,95,150,4313,13
74,161,1,359,99,0,46,99,190,482,12
73,165,1,367,98,0,45,98,230,3720,11
73,166,1,348,36,0,45,96,230,3465,12
73,167,1,376,,0,44,99,230,3596,12
73,171,1,389,,0,43,99,220,3395,11
73,171,1,346,,0,42,93,220,337,11
84,55,2,,,35,29,96,10,34474,15
84,57,2,1,,462,29,96,10,3896,15
84,56,2,755,,229,28,96,10,4454,15
83,58,2,739,,228,28,97,10,4863,15
83,64,3,739,,434,27,97,10,48168,15
83,62,3,690,,450,27,97,10,4458,15
83,64,3,709,,741,26,97,10,4855,15
83,66,3,711,,11015,26,98,10,39339,15
83,67,3,729,,0,25,98,10,35275,15
82,68,3,749,,520,25,98,10,35434,15
82,69,3,799,,0,24,98,10,37218,15
82,68,3,770,,8752,24,99,10,37689,15
82,7,3,783,,8286,23,97,10,3488,15
82,7,3,787,,33812,23,96,10,32289,15
82,72,4,803,,22552,23,95,10,33846,15
81,74,4,797,,22497,22,85,10,38532,15
74,112,4,,99,0,66,99,10,497,13
74,113,4,41,98,20,65,98,10,467,13
74,114,4,40,98,120,64,98,10,3993,13
74,115,4,41,98,3,63,98,10,388,13
74,116,4,43,98,0,62,98,10,387,13
73,117,4,51,98,0,62,98,10,3679,13
73,118,4,59,98,0,7,98,10,3492,14
73,119,4,61,97,2,6,97,10,3386,14
73,12,4,60,98,41,59,98,10,2763,14
73,121,4,59,98,1,59,98,10,2537,14
72,127,4,55,95,28,58,95,10,224,14
73,125,4,54,95,21,57,95,10,261,14
72,127,4,54,97,76,56,97,10,1889,13
72,129,4,54,95,19,56,95,10,1812,13
72,131,4,55,97,61,55,99,10,1728,13
72,133,4,49,93,32,54,91,10,1658,13
72,198,4,,98,526,53,98,10,160,15
70,22,5,629,95,321,52,95,10,1287,15
70,28,5,648,99,73,51,98,10,1390,15
69,214,6,682,95,55,6,99,10,12387,15
69,224,7,663,99,127,50,99,10,11634,14
68,236,7,683,99,4,49,99,10,98,15
68,235,7,664,99,0,49,98,10,7165,15
67,258,8,760,99,20,48,99,10,8514,15
65,288,8,744,94,13,47,93,10,6771,15
65,295,8,708,99,109,47,99,10,5292,14
65,294,8,694,94,16118,46,98,10,3771,14
65,287,8,655,99,2204,46,82,10,2874,14
64,282,8,658,99,24,45,99,10,268,13
65,276,8,599,95,18,45,95,10,1658,13
64,284,8,575,95,94,44,95,10,150,12
64,292,9,600,99,245,44,97,10,1230,12
63,249,54,,89,95,22,89,280,1350,11
63,255,56,1,92,354,21,92,290,1336,11
63,258,58,184,93,190,3,87,300,1229,11
62,263,59,181,94,0,2,94,300,1155,11
61,278,60,180,96,2395,20,96,340,987,11
63,294,61,173,9,95,19,9,430,967,11
59,317,62,186,88,1218,18,88,500,93,11
58,339,64,171,88,1282,18,88,640,917,10
57,356,66,197,81,1516,17,81,910,839,10
55,388,68,176,8,1847,17,8,1030,698,10
54,412,70,182,76,153,16,76,1160,520,10
53,432,72,143,73,20,16,73,1320,459,9
52,437,74,149,73,65,16,73,1450,437,8
52,437,76,166,84,766,15,84,1570,396,9
52,434,77,163,,11304,15,8,1690,42,8
52,428,77,151,,21002,14,82,1810,44,8
66,198,0,,82,0,78,78,10,1424,12
66,2,0,1,75,0,77,75,10,1685,12
66,22,0,1,95,0,77,95,10,1724,12
66,24,0,1,94,0,76,94,10,1764,12
66,26,0,53,95,0,76,99,10,1693,12
65,27,0,48,91,0,75,91,10,1493,12
65,28,0,54,86,0,75,86,10,1297,12
65,21,0,46,83,0,74,82,10,1413,12
65,211,0,68,96,0,73,94,10,1358,12
65,212,0,76,88,0,73,86,10,1152,12
65,213,0,60,5,0,72,79,10,1215,12
65,214,0,48,67,0,71,62,10,114,12
65,215,0,50,73,0,8,7,10,115,12
65,217,0,49,79,0,70,77,10,827,12
64,219,0,60,85,0,69,85,10,735,10
64,222,0,46,9,0,68,9,10,797,10
75,81,0,,99,18,71,99,10,28975,13
75,82,0,1,96,55,8,95,10,42996,13
75,83,1,1,99,62,7,99,10,48400,13
74,84,1,1,98,27,70,98,10,51265,13
74,85,1,2,99,32,69,99,10,48269,13
74,86,1,1,99,13,68,98,10,38498,14
74,87,1,10,99,0,68,99,10,37567,14
74,88,1,3,99,0,68,99,10,55572,14
74,89,1,3,99,0,67,99,10,45794,14
74,89,1,1,99,0,67,99,10,42718,14
74,9,0,1,99,10,66,99,10,3549,14
74,91,0,2,94,23,66,98,10,26922,14
73,93,0,3,99,0,66,99,10,2272,14
73,94,0,1,99,0,65,99,10,17789,14
73,95,0,1,99,0,65,99,10,1655,14
73,96,0,1,95,6,64,98,10,18389,14
71,166,3,,97,17779,45,97,10,,13
78,17,3,1,96,318,44,96,10,,13
77,174,3,1,97,1,43,97,10,,13
70,18,3,1,96,0,42,96,10,,12
69,188,4,328,96,222,41,96,20,,12
69,199,4,273,96,0,5,96,10,,12
69,21,4,239,96,1,4,95,10,,12
68,217,4,253,97,16,40,95,20,,13
67,229,4,277,94,40,39,94,10,,13
67,234,4,248,9,27,39,92,10,,13
67,224,4,281,97,53,38,98,10,,12
67,218,4,341,99,8,38,99,10,,13
67,217,4,352,99,6,37,98,10,,12
67,215,4,331,99,2,37,98,10,,12
67,217,4,262,57,17,36,99,10,,12
67,225,4,213,44,16,36,99,10,,11
66,194,8,,89,56,22,89,20,,11
65,199,8,1,88,339,3,88,20,,11
65,23,9,1,87,71,2,87,30,,10
64,28,9,1,79,32,19,79,30,,10
64,213,9,539,78,113,19,78,30,,10
64,218,10,595,74,153,18,74,30,,10
63,223,10,518,67,78,17,67,20,,9
63,228,10,510,61,174,17,61,20,,9
62,234,11,500,5,1678,16,5,20,,9
62,24,11,369,57,58,16,57,20,,9
61,246,11,368,49,295,15,49,20,,9
64,252,12,353,45,1491,14,45,20,,9
60,259,12,341,5,1810,14,49,10,,8
59,265,13,333,,2070,13,53,10,,8
59,271,13,313,,94,13,52,10,,8
58,278,14,516,,332,12,51,10,,8
75,153,0,,94,0,61,95,10,13667,16
74,156,0,1,92,36,7,92,10,15725,16
74,161,0,1037,94,0,6,94,10,1532,15
74,163,0,1021,9,3,60,91,10,13823,16
74,169,0,1014,89,1,59,92,10,1373,16
73,18,0,980,91,0,59,92,10,11326,16
73,184,0,985,92,0,59,94,10,12219,16
72,199,0,1184,93,3,58,94,10,16349,16
78,221,0,1212,91,0,58,94,10,1444,16
75,229,0,1040,94,7,57,96,10,9668,16
76,216,0,992,99,2,57,99,10,7559,16
71,26,0,881,98,0,57,99,10,6352,16
78,29,0,824,98,0,56,98,10,5135,15
73,219,0,744,98,0,56,97,10,4132,15
70,228,0,668,96,1,56,97,10,3573,14
71,218,0,713,95,0,55,96,10,3353,14
75,98,1,,81,39,66,81,10,847,13
75,99,1,132,81,112,65,81,10,8161,13
75,97,1,129,81,1761,65,81,10,846,13
75,93,1,153,81,9,64,81,10,8788,13
75,93,1,157,81,9,64,81,10,8735,13
75,94,1,158,81,12,64,81,10,8764,13
75,95,1,162,81,22,63,81,10,84,13
75,98,1,167,81,24,63,81,10,713,13
74,98,1,172,8,373,62,8,10,614,13
74,1,1,182,78,956,61,78,10,5373,13
74,11,1,194,77,618,7,77,10,5339,14
74,13,1,210,75,213,6,75,10,5424,14
74,15,1,219,74,526,60,74,10,5426,15
73,17,1,198,77,36,59,77,10,5437,15
73,11,1,219,8,8,59,8,10,5253,15
73,112,1,226,83,5,58,83,10,5335,15
54,484,4,,93,0,33,93,930,174,11
52,522,4,1,93,0,32,93,940,1175,11
52,518,4,1,93,516,31,93,960,1196,11
52,513,4,1,95,179,4,95,900,1282,11
52,52,4,239,96,172,3,96,1050,1352,11
51,527,4,271,93,2488,30,93,1340,1173,11
49,566,4,275,91,0,29,91,1820,923,11
48,592,5,275,88,0,29,88,2730,934,11
46,633,4,269,9,2,28,88,3000,918,11
45,654,5,261,91,1,28,89,3410,916,11
45,675,5,267,87,0,27,89,3480,863,11
45,666,5,180,6,31,27,9,3460,782,11
46,648,5,199,17,1,26,9,3380,64,11
46,622,5,295,,0,26,84,3250,48,10
48,586,5,286,,217,25,78,3120,438,10
49,543,5,310,,660,25,83,2980,475,10
61,259,8,,52,1060,27,52,90,452,10
58,329,8,1,5,34,27,5,90,458,10
61,258,9,1,76,0,26,76,110,454,10
67,261,9,1,8,43,26,8,120,415,10
62,266,9,372,77,279,25,77,150,380,10
60,272,9,364,47,2200,25,7,180,327,10
59,277,10,375,64,6,24,81,210,34,10
59,281,10,388,64,1,23,75,240,233,10
58,286,10,403,,1,23,65,280,21,10
57,32,11,405,,20,22,6,300,179,10
55,316,12,419,,8,22,6,310,169,10
54,329,12,424,,4,22,31,320,149,10
50,42,13,421,,142,21,35,320,133,10
56,371,13,427,,131,3,39,310,177,10
52,333,14,440,,1379,2,42,310,174,11
52,39,14,446,,5977,2,46,310,183,9
73,138,1,,97,82,65,97,10,,13
72,143,2,1,94,372,64,94,10,,13
73,134,2,1,96,0,63,96,10,,13
73,133,2,1,98,320,62,98,10,,14
71,161,2,1,98,0,7,98,10,563,14
73,132,2,1,98,0,60,98,10,1213,14
73,132,2,1,98,329,59,98,10,1297,15
73,132,2,1,98,8,58,98,10,14396,15
73,132,2,1,98,59,57,98,10,1139,15
72,134,2,1,98,1,57,98,10,9345,15
72,138,2,1,97,292,56,98,10,8171,16
72,141,2,1,99,2771,55,97,10,587,16
71,144,3,1,96,0,55,95,10,4677,16
71,146,3,1,91,3890,54,93,10,375,16
71,147,3,1,93,633,53,94,10,6270,16
78,148,3,1,92,0,53,94,10,7146,16
74,165,0,,94,50,62,93,10,14252,17
73,169,0,1519,94,11,62,93,10,16555,17
73,178,0,1504,93,35,61,93,10,15713,16
73,176,0,1514,93,0,7,93,10,14342,17
73,18,0,1266,95,7,7,92,10,14358,17
72,188,0,1290,94,2,6,95,10,11985,17
72,192,0,1240,95,0,60,98,10,11837,17
71,224,0,1330,96,1,59,96,10,14962,17
72,24,0,1340,96,0,59,95,10,12298,16
76,229,0,1270,95,1,59,94,10,925,16
78,222,0,1230,95,1,58,94,10,7863,16
72,24,0,1210,94,1,58,94,10,677,16
72,22,0,1129,95,1,58,94,10,556,16
71,22,0,1100,94,103,58,95,10,4147,15
71,21,0,1020,95,7,57,95,10,353,15
72,2,0,987,98,19,57,94,10,3297,14
82,63,0,,94,0,61,99,10,1200,14
82,65,0,1112,94,0,7,99,10,119173,14
81,68,0,1102,94,0,7,99,10,113752,14
81,7,0,1134,94,2,6,99,10,16749,14
88,72,0,1150,95,6,60,99,10,115762,14
86,73,0,1136,94,0,59,99,10,14965,14
83,76,0,1142,95,0,59,99,10,13199,14
80,8,0,1153,94,1,58,99,10,114294,14
80,82,0,1175,87,0,58,99,10,1618,14
79,85,0,1198,95,8,58,99,10,89740,14
79,9,0,1184,95,0,57,99,10,8290,14
79,92,0,1242,94,0,56,99,10,75716,14
79,92,0,1261,95,1,56,98,10,65446,14
78,95,0,1291,95,0,55,99,10,5294,14
78,96,0,1289,86,0,55,99,10,48179,13
78,98,0,1314,77,0,54,99,10,48736,14
66,22,28,,69,3,3,69,30,42,10
65,225,29,1,73,3,2,73,30,452,10
65,23,29,87,74,6,20,74,40,462,10
64,235,30,87,7,2,19,7,40,444,10
64,241,31,97,73,0,19,73,40,455,10
63,248,32,103,7,1,18,7,50,413,10
63,254,33,91,77,0,18,77,50,416,10
62,259,34,68,77,3,17,77,50,48,9
62,261,35,71,84,0,17,84,60,378,9
61,263,36,68,82,2,16,85,60,292,9
69,265,37,72,81,0,16,85,60,275,9
64,267,38,81,71,35558,15,78,60,245,9
60,268,40,93,61,62233,15,66,70,317,9
59,271,41,90,51,10795,15,62,70,262,8
59,276,42,105,,9357,14,6,70,279,8
58,283,44,116,,35256,14,57,60,246,8
58,365,26,,88,0,20,88,480,363,11
58,377,27,1,91,3,19,91,510,355,11
57,394,29,1,89,1,19,89,630,333,11
55,42,31,1,96,11,18,96,830,375,11
54,441,32,123,97,26,18,97,1120,512,11
53,462,35,108,93,118712,18,93,1370,459,10
52,491,36,116,93,21,17,93,1490,43,10
50,525,36,127,91,20,17,91,1690,373,10
49,559,37,118,87,143,17,87,1930,32,10
47,587,38,118,99,1,16,99,2110,298,10
46,66,39,104,93,184,16,93,2240,28,10
45,615,40,111,89,1116,16,89,2340,274,10
45,613,43,108,84,167,15,84,2420,26,10
44,67,46,110,64,92,15,64,2470,30,10
44,599,48,115,,150,14,9,2510,147,10
43,588,51,118,,304,14,75,2550,153,11
75,123,4,,99,1318,5,99,10,9644,13
75,126,4,52,96,221,40,97,10,11184,13
75,128,3,53,96,195,39,97,10,1882,13
75,129,3,53,97,1868,37,97,10,1779,13
74,13,3,51,96,1569,36,96,10,145,13
74,131,3,49,96,73,35,96,10,971,13
74,131,3,47,96,153,34,97,10,7327,13
74,132,3,47,97,334,33,97,10,8514,13
74,133,3,43,96,394,33,97,10,7269,12
74,134,3,42,95,564,32,95,10,6223,13
73,135,3,46,96,1407,4,96,10,5594,13
73,137,3,49,94,5729,30,95,10,4955,13
73,138,3,48,95,632,29,96,10,4464,12
73,14,4,49,95,408,28,94,10,4167,12
73,144,4,53,95,2198,27,96,10,3915,12
72,149,4,54,97,6187,26,98,10,445,12
79,61,0,,99,0,27,99,10,8396,13
78,62,0,1,99,0,26,99,10,7716,13
78,64,0,1,99,0,25,99,10,7112,12
78,65,0,1,99,0,24,99,10,6542,12
77,67,0,192,96,0,23,96,10,6498,12
77,73,0,183,97,0,22,96,10,634,12
76,75,0,159,98,6,21,98,10,597,12
76,81,0,176,98,0,2,98,10,5829,12
75,82,0,178,98,20,20,98,10,53,12
75,88,0,162,98,47,19,98,10,4429,12
74,93,0,147,98,1395,18,98,10,3488,12
73,16,0,160,97,37,17,96,10,3853,12
73,112,0,175,98,75,17,98,10,3432,12
72,124,0,195,98,926,16,98,10,32,12
78,129,0,198,98,0,16,98,10,299,12
70,139,0,183,96,20,15,98,10,2183,11
58,266,52,,64,215,24,64,150,730,8
58,272,52,1,73,290,23,73,160,826,8
57,275,53,1,69,221,23,69,160,778,8
57,27,53,1,66,341,22,66,150,777,8
57,271,54,61,66,24,21,66,150,836,8
57,273,54,60,72,1719,3,73,150,78,7
56,276,55,59,71,2939,2,73,160,697,7
56,278,55,57,74,98,20,74,160,690,6
55,282,56,55,74,2,19,74,170,596,6
54,288,57,53,9,128,19,78,180,522,6
54,29,57,55,83,33,18,77,190,488,6
53,296,58,49,73,172,18,69,200,439,6
52,299,59,54,79,232,17,63,220,392,5
51,31,60,53,,717,17,61,230,334,5
55,34,60,51,,4464,16,49,240,37,5
50,37,60,47,,1578,16,43,250,269,4
82,54,0,,95,2,70,97,10,23819,15
81,55,0,849,9,0,69,99,10,2619,14
81,57,0,858,94,0,69,99,10,2393,14
81,58,0,767,93,0,68,99,10,2194,14
87,59,0,691,82,3,68,96,10,22822,15
83,62,0,791,75,0,68,76,10,2188,15
82,63,0,738,86,1,67,73,10,2676,14
80,64,0,714,86,1,67,72,10,21929,15
80,65,0,745,82,2,66,74,10,19376,14
79,66,0,884,86,1,66,85,10,16672,15
79,67,0,641,85,6,65,92,10,15835,15
79,69,0,653,85,4,65,89,10,1520,14
79,71,0,670,89,4,64,94,10,13690,14
78,75,0,573,,7,63,95,10,11844,14
78,79,0,562,,2,63,95,10,1122,14
78,8,0,559,,2,62,94,10,1140,14
,,0,1,8,0,82,79,10,3618,0
63,25,8,,73,1,4,73,90,1158,9
63,26,8,1,84,14,3,84,90,1327,9
63,28,8,1,8,62,29,8,110,146,8
63,29,8,1,8,35,29,8,120,1364,8
62,212,8,1,75,234,28,75,120,1393,8
62,214,8,1,64,1292,27,64,120,123,8
62,215,8,1,64,322,27,64,120,147,7
61,217,8,2,74,4,26,74,130,1168,7
61,219,8,2,74,11,26,75,130,113,7
69,221,8,1,68,22,25,68,130,944,7
66,223,8,1,42,127,24,71,130,698,7
64,224,8,1,,5039,24,7,130,63,7
63,226,8,1,,3611,23,76,130,529,7
62,228,7,2,,883,22,89,120,47,7
61,229,7,1,,1398,22,75,120,464,7
60,23,7,3,,0,21,51,110,477,6
75,146,0,,97,0,33,97,10,9252,15
74,148,0,1,97,0,33,97,10,1154,15
74,147,0,1,98,0,32,98,10,9637,15
74,154,0,1,98,0,32,98,10,9291,14
74,158,0,303,98,2,31,98,10,9197,14
73,163,0,295,99,12,4,99,20,8,14
73,166,0,283,99,15,3,99,10,7318,14
73,166,0,249,99,12,30,99,10,84,14
73,161,0,324,97,13,29,97,10,6575,14
72,165,0,373,97,3,29,97,10,5696,13
72,168,0,394,97,7,28,97,10,5116,13
72,168,0,416,98,28,28,98,10,5230,13
72,174,0,408,97,777,27,99,10,4623,13
72,179,0,414,88,0,26,88,10,3958,13
72,177,0,438,92,0,26,92,10,3792,12
71,177,0,460,88,0,25,88,10,3861,12
77,122,30,,82,0,64,87,10,9143,13
77,122,31,526,84,3,63,87,10,1452,13
77,12,32,523,82,0,62,83,10,1299,13
76,123,33,529,99,0,62,99,10,983,13
76,124,34,530,98,3,7,97,10,9834,13
76,127,35,521,93,0,6,95,10,8960,13
76,13,36,527,95,0,59,95,10,7748,13
76,127,37,536,97,0,59,96,10,9690,12
76,123,38,535,98,0,58,98,10,933,12
76,125,40,511,98,23,57,98,10,8768,12
75,126,42,493,98,6,56,98,10,7987,12
75,124,44,490,98,64,56,98,10,7200,12
75,127,46,488,98,44,55,98,10,6752,12
75,127,49,477,97,0,54,97,10,717,12
75,126,52,486,97,3,53,97,10,731,12
75,129,55,499,97,30,52,97,10,673,11
69,166,0,,78,0,69,72,10,,12
69,164,0,158,81,140,69,77,10,,12
69,166,0,167,83,0,68,81,10,,12
69,168,0,298,82,0,68,81,10,,12
69,169,0,189,83,0,67,84,10,,12
69,171,0,176,88,0,66,85,10,,12
69,172,0,206,89,0,66,91,10,,11
68,174,0,197,89,0,65,85,10,,11
68,175,0,164,9,0,65,79,10,,11
68,176,0,173,84,0,64,67,10,,11
68,178,0,190,91,0,64,94,10,,11
68,179,0,202,8,0,63,78,10,,11
68,18,0,315,89,0,63,92,10,,10
66,21,0,278,85,0,62,84,10,,10
67,183,0,282,81,0,62,75,10,,10
67,185,0,223,87,0,62,85,10,,0
,,0,1,99,0,,99,10,,
69,222,1,,99,20359,53,99,10,3944,15
68,225,1,1,99,0,52,99,10,4182,15
68,227,1,1,98,0,5,98,10,4385,15
68,231,1,1,99,0,49,99,10,4369,15
67,235,1,1,99,0,48,99,10,3770,15
66,25,1,580,96,7,47,96,10,265,14
67,235,1,461,97,8,46,95,10,1718,14
67,225,2,426,96,31,45,96,10,2140,13
66,26,2,379,98,12,44,95,10,1635,13
65,271,2,291,98,26,43,99,10,1335,13
65,274,2,275,98,0,42,99,10,999,12
64,284,2,175,98,0,41,99,10,798,11
64,271,2,131,98,18,5,98,10,647,11
64,263,2,243,98,1205,40,98,10,572,10
63,266,2,287,95,10677,39,95,10,524,9
63,274,2,279,93,925,39,94,10,474,9
76,16,0,,82,0,62,89,10,6461,15
76,17,0,1,87,0,61,91,10,7378,15
76,19,0,1,9,0,7,94,10,7186,15
76,11,0,1,9,0,6,94,10,6587,15
75,113,0,656,91,5,60,95,10,7319,15
75,115,0,656,9,5,59,94,10,6682,15
75,117,0,645,87,0,59,92,10,6699,15
75,121,0,617,93,0,58,95,10,7326,14
74,125,0,498,9,0,57,92,10,5957,14
74,13,0,538,9,0,57,9,10,4384,13
74,133,0,,,0,56,,10,3675,13
74,134,0,1,,0,55,,10,338,13
74,134,0,1,,0,54,,10,2789,0
73,136,0,1,,0,54,,10,216,0
73,136,0,1,,0,53,,10,200,0
73,144,0,1,,0,52,,10,1627,0
74,95,17,,99,17,59,99,10,2847,12
74,96,18,43,99,10,58,99,10,3155,12
74,97,18,45,99,92,57,99,10,3112,12
74,99,19,55,99,668,56,99,10,295,12
73,14,19,54,98,982,55,99,10,340,11
73,11,20,56,98,633,54,99,10,2834,11
72,116,20,62,98,834,53,99,10,2862,11
72,123,21,51,97,1455,52,99,10,2885,10
71,128,21,56,95,2248,6,95,10,2494,10
71,133,22,58,95,1217,50,97,10,2191,10
77,137,22,47,96,0,49,98,10,214,10
72,142,23,56,95,6399,48,97,10,1949,10
70,146,24,58,9,10841,47,91,10,1722,9
70,15,25,46,92,6000,47,94,10,1414,9
69,155,26,46,84,2724,46,96,10,1337,9
69,16,27,45,43,7368,45,95,10,1332,8
58,355,60,,8,79,23,8,390,528,9
57,375,61,1,79,9,22,79,410,623,9
55,46,62,116,78,8,22,78,510,66,9
55,48,64,119,76,145,21,76,690,567,9
54,47,66,94,76,177,3,76,960,527,10
54,47,69,96,74,2321,3,74,1080,419,9
54,4,70,118,74,60,2,74,1130,464,9
53,45,72,148,75,4,20,75,1260,53,9
52,425,74,103,75,267,19,75,1410,422,8
51,434,78,120,75,183,19,78,1630,386,8
58,434,80,123,75,12598,19,8,1620,369,7
54,429,82,154,76,9396,18,83,1590,336,7
51,424,85,168,76,28898,18,85,1530,284,7
50,416,87,216,76,7155,17,76,1450,263,6
50,48,90,209,25,7085,17,73,1340,256,6
49,43,93,114,,7375,17,7,1220,278,5
67,199,39,,89,6,24,89,30,1195,9
66,21,40,1,88,122,23,88,30,1263,9
66,22,42,70,75,1010,22,75,40,1169,9
66,25,44,55,58,2175,21,84,50,1172,9
66,27,47,33,4,2046,3,84,50,1186,9
65,29,49,30,92,190,20,9,50,988,9
65,211,52,28,91,329,19,9,60,742,9
59,296,59,30,85,333,18,85,60,644,8
65,217,58,26,85,1088,18,86,60,41,8
64,22,61,28,75,760,17,82,60,297,8
64,224,64,28,62,314,16,73,50,247,8
64,228,66,44,39,1329,16,82,50,220,8
63,231,69,40,8,830,15,78,50,220,8
63,235,71,41,,736,15,79,40,144,8
63,239,72,38,,2519,14,73,40,139,8
62,243,73,35,,845,14,82,40,193,8
66,248,2,,92,212,36,92,210,4738,12
66,242,2,1,88,477,35,88,220,5421,12
66,232,3,1,89,1028,34,89,250,5488,12
66,232,3,1,84,86,33,84,370,5749,12
64,268,3,784,82,79,33,82,470,57,12
63,299,3,758,83,3138,32,83,620,5192,11
62,36,3,799,,4076,31,83,870,4153,11
62,317,3,628,,0,3,83,1170,430,11
60,356,3,512,,21,29,86,1520,423,11
57,431,3,494,,3,29,86,1920,3881,11
55,477,3,489,,4,28,86,2210,3573,12
55,483,3,480,,4,27,81,2400,3288,12
55,471,3,528,,262,27,79,2470,2482,12
56,452,3,509,,1278,26,77,2460,1713,12
57,426,3,509,,416,25,78,2390,1834,12
57,41,3,573,,469,25,79,2280,258,12
,,0,1,87,0,87,87,10,136,10
69,165,17,,91,1599,19,91,10,744,12
70,158,18,1,92,1279,19,92,10,76,12
69,162,19,27,92,1861,18,92,10,689,12
69,167,20,26,9,3362,17,9,20,682,12
68,172,22,27,92,2359,17,92,20,692,12
68,178,23,24,82,190,16,82,20,592,11
68,183,25,22,89,189,16,89,20,49,11
67,189,27,21,82,2089,15,82,20,474,10
67,194,29,20,82,1415,15,82,20,394,10
66,21,31,20,69,2838,14,89,20,349,10
65,28,33,20,41,5023,14,75,20,318,9
65,218,35,21,27,12074,13,8,20,287,9
64,22,38,20,2,13344,13,78,10,254,9
63,238,40,19,,6749,12,72,10,246,9
63,23,43,9,,10849,12,72,10,249,9
63,238,46,8,,9397,11,74,10,231,9
82,57,1,,94,7,62,95,10,44293,18
82,58,1,1,92,140,62,96,10,52157,18
81,6,1,868,51,2632,61,97,10,51574,18
81,62,1,905,2,10,7,97,10,49475,18
81,63,1,896,2,51,60,97,10,5355,17
88,64,1,933,,15,59,97,10,5338,17
86,65,1,923,,15,59,97,10,519,17
83,68,1,962,,109,58,97,10,56929,17
82,68,1,953,,10,57,97,10,51241,17
80,71,1,979,,1,57,96,10,44454,17
79,72,1,969,,4,56,96,10,41577,16
79,77,1,956,,11,55,98,10,39955,17
79,8,1,956,,4,54,98,10,35245,17
78,81,1,968,,3,53,97,10,28817,17
78,82,1,995,,0,53,97,10,26584,17
78,84,1,1006,,1019,52,97,10,25921,17
82,66,0,870,92,10,68,92,10,3822,19
82,67,0,907,93,280,67,93,10,4453,19
81,69,0,918,93,8,66,92,10,42890,19
81,7,0,920,93,68,66,93,10,3997,20
86,72,0,947,95,597,65,95,10,38427,20
89,71,0,962,9,43,65,93,10,33691,20
85,73,0,924,93,198,64,92,10,283,19
81,75,0,949,9,0,64,89,10,31288,20
81,76,0,919,88,25,63,88,10,3260,19
80,76,0,934,87,20,63,89,10,2668,19
